#,Governor ID,Governor Name,Camp,KD,Power,Power Diff,KP,T4,T5,Dead,Acclaim,Healed,PTS,Trades,Kill Points,Death Points,Heal Points
10,210198531,ᵏᵏLostCause,III,3923,60865164,16002296,87068614,7715360,488223,0,0,3546612,35743670,122.75,,,
18,210237494,K҉k҉WarMedusa,III,3923,66441517,18715719,61313943,5045428,381389,55907,0,2303629,24834207,129.93,,,
23,210321924,fetihler Has,III,3923,4075110,-199632,1031613,78958,0,1366007,0,1102646,20805937,2.09,,,
47,210387545,ᵃⁿᵍFluffy,III,3923,76094250,17235803,33152493,2522009,183369,29424,0,591572,12363086,266.93,,,
73,210002710,Thor x҉ 23,III,3923,48543884,21710511,25429238,2001917,98129,22429,0,1215033,9325393,102.75,,,
88,210305230,Đảo 93,III,3923,10884332,1418390,5437863,95536,0,522585,0,370225,8220919,30.45,,,
100,209971164,ᴬᶜmonkey d,III,3923,18743872,5718967,18922111,1808831,40679,0,0,2535357,7642114,37.32,,,
102,209749530,ккTôm Lazy,III,3923,19886790,5049674,18354809,1573523,76481,33911,0,1632592,7567567,55.07,,,
119,210359058,nen van minh,III,3923,3594870,-79164,806571,58023,0,438222,0,265928,6805422,5.73,,,
130,206373752,Dｅｗａkipas,III,3923,4509194,-1537027,464550,13451,16502,418475,0,0,6495949,,,,
146,210315446,Mesterian,III,3923,3984696,173142,904229,39786,0,387395,0,103384,5970069,9.21,,,
180,209787982,๛Pancakes๛,III,3923,32685323,4165846,12395764,1016256,111281,0,0,902667,5177834,68.66,,,
181,210319349,MrDamat,III,3923,3337638,68492,147530,14753,0,336101,0,160093,5100527,,,,
190,210317712,Hải Oanh,III,3923,4268011,309603,1315271,109816,0,303853,0,411058,4997059,9.20,,,
207,210148849,gotosleep,III,3923,23142375,-118524,748460,10250,32298,288036,0,26032,4684520,,,,
208,210356636,ᴷᴷJubilife,III,3923,10705562,3396650,8280171,502740,16372,166088,0,1196837,4666000,30.38,,,
210,210311766,JALOL UBEK,III,3923,4339255,374369,290391,27290,0,294455,0,277824,4525985,,,,
216,209775053,ккSaver54,III,3923,19880419,3162903,10555590,863379,96090,1,0,1030118,4414431,51.23,,,
217,209753214,ᵏᵏReaperXxX,III,3923,20467831,3603923,10928297,986757,45709,0,0,1616086,4404118,33.81,,,
219,210332603,Treeville,III,3923,3301408,493160,389003,34848,0,281222,0,426772,4357722,2.75,,,
235,210350768,ミーを愛している,III,3923,3007873,-881193,131580,0,6579,274701,0,0,4186305,,,,
244,210365502,Збараж,III,3923,8897458,1442980,2354114,130713,0,232217,0,483416,4006107,16.45,,,
246,210353478,A tổnđầyVN,III,3923,4077499,-8202,1928150,118522,0,235090,0,771699,4000438,9.58,,,
251,210308477,Tino39,III,3923,4995092,745154,189874,9683,4434,258093,0,197798,3954467,,,,
254,210321375,Hitlar,III,3923,3050303,-926234,1674709,65768,0,243886,0,33580,3921362,30.18,,,
258,209752455,кк Asmodeus,III,3923,20199548,3414405,9277034,752182,87515,0,0,890647,3883878,52.08,,,
272,210358546,KimiRaikkonen 7,III,3923,6579585,1683057,1936780,58793,2821,232370,0,365236,3748932,16.20,,,
277,210330926,NhanNai,III,3923,6355529,1070438,165371,16532,0,237316,0,295022,3625868,,,,
278,209694060,ᵏᵏMG3,III,3923,18760626,3241396,8686078,737503,65030,556,0,2081274,3608652,20.86,,,
283,210108666,YunoOne,III,3923,9702598,2952992,2228017,5115,4530,230271,0,351379,3519825,19.15,,,
286,210196059,ᵏᵏＲｅｖ,III,3923,15915936,3901931,8181170,653089,82514,0,0,1773645,3437496,23.06,,,
293,210332178,Volynyaka,III,3923,3447325,-1066678,183254,3888,7202,217365,0,0,3348047,,,,
296,209919261,Lazylol,III,3923,15753781,2152899,7761806,571531,75211,18938,0,949709,3322304,40.07,,,
304,209805042,ʞʞOxnayz,III,3923,24731743,5321370,7735558,632559,70496,0,0,730868,3235196,52.92,,,
307,210197263,кк TowMater,III,3923,23174377,2822276,7521440,568458,89982,676,0,1227783,3183792,30.61,,,
310,210317668,loideptrais1,III,3923,3133416,-260076,712346,38547,0,198209,0,94341,3127323,12.17,,,
324,210139559,кк MuRasaki,III,3923,18106155,4045586,7608818,699728,22789,0,0,913677,3026802,41.64,,,
328,210184352,ккGivnofks,III,3923,13897225,2263267,6813076,512334,73049,15602,0,1915015,3013856,17.64,,,
332,210152988,ᵏᵏHEWO,III,3923,26256144,6179364,7146687,574810,69692,0,0,1014317,2996160,35.23,,,
334,210308772,DieAnotherDay54,III,3923,3638536,207202,663349,41257,0,187499,0,473297,2977513,5.02,,,
335,209649700,кк Fszcząs,III,3923,17249177,2825305,7254795,649157,37384,0,0,1022315,2970468,35.48,,,
339,210421691,Løbó,III,3923,8283179,2178846,3915644,52807,0,182853,0,343806,2954023,37.17,,,
341,209776755,MrMadMonkey,III,3923,17528814,4289584,7172392,642751,36095,0,0,1229143,2931954,29.18,,,
351,210298779,Fenrir84,III,3923,4644607,439315,729644,40595,0,176954,0,310213,2816690,7.49,,,
357,210363876,anyannnn,III,3923,4687408,642661,454707,9936,0,178173,0,175168,2712339,6.43,,,
358,210206328,A1122,III,3923,9151474,2286815,992031,75498,6688,155769,0,1021368,2705407,4.21,,,
367,209931446,PorSuk,III,3923,4432797,432800,1658809,105370,0,147410,0,700500,2632630,9.78,,,
375,210299376,ghost hunter 08,III,3923,9957405,2672025,358856,21229,0,165877,0,228055,2573071,4.55,,,
376,209759415,Sa đoạ 42,III,3923,7599654,-130768,3033398,139577,0,133473,0,511851,2560403,23.50,,,
377,210412502,ᵃⁿᵍMoNkE,III,3923,11043461,2905241,1521738,877,0,170318,0,171473,2558278,22.26,,,
378,209683955,кк Nam,III,3923,15078471,2764322,6194720,551948,33324,0,0,926217,2541032,33.44,,,
383,209749923,ᵏᵏGru,III,3923,20959915,6010037,2312672,162839,30449,100122,0,742975,2457676,13.72,,,
384,209890171,LuLuLaLa,III,3923,18959013,3144817,5888526,483972,52163,0,0,760464,2457518,38.72,,,
389,210390745,ᵃⁿᵍBáOo,III,3923,13887560,4447171,3929048,159486,3206,116331,0,482594,2414969,32.80,,,
390,209830111,ᴬᵛBlizt,III,3923,15686847,3504879,5692122,435141,66934,0,0,1041451,2409904,27.33,,,
392,210423049,ᵃⁿᵍCain,III,3923,10059362,2292244,1898393,53523,0,145378,0,299042,2394762,21.36,,,
398,211280516,Bắp Gia Ljnh,III,3923,4915081,69667,264606,0,0,158154,0,0,2372310,,,,
406,210458222,김태평,III,3923,3298020,-104228,671325,0,0,152016,0,369,2280240,,,,
415,209749456,McMidgetMommy,III,3923,20316808,4349341,5112560,383778,63739,0,0,891230,2172502,28.68,,,
417,209625931,ккSWAT,III,3923,16831682,3294864,6465593,310125,3355,58829,0,697421,2156485,42.75,,,
421,210369650,Thanh Nam k3,III,3923,6193450,-129098,338470,33847,0,132687,0,151350,2125693,5.96,,,
423,210345743,Furkancq,III,3923,4953306,1171423,349098,16960,0,135581,0,112774,2101555,7.03,,,
425,210400254,ᵃⁿᵍBBQSGE,III,3923,17828570,5369285,6890494,390640,14419,25023,0,493810,2082095,66.40,,,
426,210523463,CZAʆhieu12345h,III,3923,10246461,2583242,3765685,119142,7799,101777,0,537783,2081213,29.44,,,
427,210298691,モニタリング,III,3923,9821306,2151348,1825364,158341,0,96426,0,149961,2079754,37.04,,,
431,209759877,Faust x҉ 23,III,3923,18930964,3642837,4183865,367686,24805,22245,0,949734,2052469,21.52,,,
434,210159848,ᴷᴷ Slarre,III,3923,16632117,4132909,4738050,340804,66414,0,0,773297,2027356,30.64,,,
450,210420734,ᵃⁿᵍYuno,III,3923,4101814,863558,951864,35758,0,119752,0,348405,1939312,10.17,,,
452,210166702,ᵏᵏMisterSqa,III,3923,19822133,7297441,4717230,431489,20117,0,0,1162323,1927126,20.29,,,
457,210741085,xHokagee,III,3923,5309620,1395272,834835,0,0,126078,0,85060,1891170,19.77,,,
464,210268323,PђสRสøђ,III,3923,12700572,2664876,4579403,415467,19427,0,0,446762,1856138,51.25,,,
468,209757626,ᴬᶜSnowphiee,III,3923,15553191,2790559,4433156,322376,52550,0,0,1184099,1815004,18.72,,,
469,210338940,TOGEPİ57,III,3923,4300713,598320,678144,958,0,120476,0,56233,1810972,19.19,,,
473,210417810,ᵃⁿᵍRaijin,III,3923,17204969,5767910,4388860,395302,19087,783,0,784240,1783823,27.95,,,
480,194095832,ᵏᵏ Ragnar,III,3923,8712971,1904309,4255940,364904,29828,0,0,818600,1757896,26.00,,,
485,209833497,ᵃⁿᵍBun,III,3923,22982335,5439421,4160270,350867,32580,0,0,777642,1729268,26.75,,,
487,209749783,๛Shiba๛,III,3923,15043980,2250214,3992465,213665,37066,33057,0,771254,1721175,24.82,,,
500,210416938,ᵃⁿᵍCalca,III,3923,16232099,4221287,3053222,275484,7111,32551,0,367481,1661311,38.16,,,
502,209800887,chithethoi9999,III,3923,4636638,117345,1351139,0,0,109864,0,866,1647960,61.01,,,
504,210369193,Hoadaijin,III,3923,4497842,727645,341782,30893,0,101131,0,135409,1640537,7.22,,,
515,210349240,Kama0201,III,3923,4894453,1064765,886252,37583,0,94767,0,382267,1571837,9.29,,,
532,210269484,ᵏᵏVenus,III,3923,17695046,4957224,3741200,366944,3588,0,0,661751,1503656,28.27,,,
535,210333282,Корова1,III,3923,3138628,236131,242055,17330,0,95305,0,84082,1498895,,,,
536,209816068,ᴿᵁCHEZEE,III,3923,13727879,2656203,3017871,297880,0,20151,0,168165,1493785,80.13,,,
539,210365759,Sinh ngo,III,3923,7609705,1546792,997624,0,0,98681,0,34381,1480215,37.49,,,
548,210354476,ᴬ Tobin6969,III,3923,15236339,3378197,1448671,6921,0,94722,0,109815,1448514,35.41,,,
552,210523172,Chaos x҉ 23,III,3923,18033996,4224639,3325190,243085,44717,0,0,1102851,1419510,15.08,,,
554,209808387,ᴷᴷFOLH,III,3923,11556598,2241892,3329066,245629,43615,0,0,1013893,1418666,16.42,,,
558,209860830,кк Stephenц,III,3923,6113321,1507978,1421662,75157,5707,69475,0,690672,1399823,9.35,,,
559,210323286,ккZuro,III,3923,5442504,1726095,2743731,182221,28490,25179,0,1162454,1391469,11.55,,,
562,210352136,jinsakai310,III,3923,4650218,423497,540105,36592,0,82327,0,282109,1381273,7.41,,,
570,210346332,king choudhry,III,3923,3373579,578558,312111,0,0,90340,0,13345,1355100,,,,
571,209862333,Zaebali,III,3923,12760306,3410434,3493061,279739,23415,0,0,596076,1353106,29.30,,,
574,210391920,danjc76,III,3923,8515221,2234893,2357174,129604,0,54735,0,220746,1339441,42.78,,,
575,210639069,ккhoàng long,III,3923,7370046,2273421,2108231,91370,267,64661,0,301994,1338065,28.75,,,
581,209820045,кк GNight,III,3923,26339264,5642590,3582992,224116,24521,12076,0,543795,1322814,32.23,,,
586,210404609,ᵃⁿᵍTombuk,III,3923,9610649,1997401,462807,21236,0,80726,0,137141,1295834,10.62,,,
589,210339198,Minasterite,III,3923,3266536,560454,249436,15647,0,81537,0,168723,1285643,,,,
590,211033225,ᵃⁿᵍBryanF,III,3923,3494380,734812,318000,31800,0,77014,0,193811,1282410,5.87,,,
596,209916570,ᴷᴷ Mưaツ,III,3923,21428691,6170522,3028881,270182,15937,1750,0,227287,1266348,66.12,,,
601,209864436,ᵏᵏMajeste80,III,3923,12386999,3075854,2967340,241022,27856,0,0,912578,1242648,16.26,,,
611,209929669,ᵏᵏ MTrang,III,3923,20576438,3281973,2891870,244539,21545,0,0,741420,1193606,19.50,,,
613,210742295,ᵃⁿᵍFunny,III,3923,20490011,5995509,2949643,262688,13996,0,0,643551,1190712,22.92,,,
615,209848954,Fluffy Queen,III,3923,18258511,4742861,3061372,297084,0,0,0,495574,1188336,30.89,,,
618,209635544,ᵏᵏRegina,III,3923,17987145,3360398,2025815,134395,14332,33572,0,658860,1184480,14.63,,,
623,209802987,Kizan X,III,3923,17850637,2037688,2890692,272178,8402,0,0,716024,1172732,20.19,,,
627,210363800,Lord Zein,III,3923,3581375,868172,264277,4834,0,75744,0,164920,1155496,,,,
629,209837387,ᴅʀ Rajah117,III,3923,15562546,3600142,2823454,255808,12934,60,0,823854,1153472,17.13,,,
630,208514997,Furkanz,III,3923,5522445,-648051,162680,0,8134,71225,0,895,1149715,,,,
641,210419804,ᵃⁿᵍSway2x,III,3923,5720902,1041509,608588,0,0,74864,0,30345,1122960,28.92,,,
647,209651972,DK MURAN,III,3923,17808742,3036290,2658137,229197,18199,0,0,613408,1098778,21.67,,,
652,210400163,TiGERGiRL,III,3923,9783969,1837756,1267010,62522,17939,43766,0,945410,1085968,6.40,,,
655,209780912,K҉k҉ NicohZen,III,3923,21443641,6029170,3157324,205232,8187,11221,0,648418,1071113,23.93,,,
658,209828835,кк REKT,III,3923,21411752,4544270,4949767,231047,12977,0,0,355219,1053958,69.67,,,
679,209664900,ᵏᵏSmokinliz,III,3923,23095695,7109062,2388740,203550,17662,0,0,484980,990820,24.63,,,
685,209751878,кк〤林Tooty,III,3923,14860163,2145796,2320215,187635,22104,0,0,607051,971580,19.11,,,
686,210317411,camer,III,3923,6950017,1320410,211052,964,0,64451,0,50141,970621,,,,
687,209601333,ккUribo,III,3923,16424490,2020280,2462570,213341,11237,0,0,568215,965734,21.67,,,
693,210332459,KingTeo,III,3923,7560274,1154806,1061760,16800,0,58622,0,11723,946530,75.47,,,
697,209814753,SWAT FARM1,III,3923,3092564,296565,234408,0,0,62463,0,230843,936945,,,,
702,209606370,Dela Steven,III,3923,11515166,1571355,2276590,211687,7986,0,0,415772,926608,27.38,,,
705,209660389,кк Rozz,III,3923,16469312,3414686,2121260,145138,33494,171,0,565493,918057,18.75,,,
708,209750838,ᵃⁿᵍBbyVix,III,3923,30573974,1993853,2127190,153213,29753,0,0,396464,910382,26.83,,,
711,210315145,unlimit,III,3923,13535155,4525335,757834,6984,0,58633,0,182806,907431,15.69,,,
713,210297168,PTQ 8 PRIME,III,3923,11857923,1806294,2203270,195633,12347,0,0,553360,906002,19.91,,,
714,210355372,Sofiane75,III,3923,7010157,1410824,1658804,114413,0,29672,0,810566,902732,9.87,,,
720,209900156,ᵏᵏ TrDat,III,3923,20303956,3852760,2085040,162730,22841,0,0,625991,879330,16.65,,,
737,210354560,77ANTONIA77,III,3923,3905181,656560,183146,15642,0,52888,0,118019,855888,,,,
738,209750465,ᴷᴷHàUyển,III,3923,12459331,3552915,2072754,186845,9849,0,0,491257,845870,21.10,,,
741,209805471,BỉNgạnHoa,III,3923,18378484,4508123,2156469,209467,0,0,0,385891,837868,27.94,,,
748,210377285,Fluffy Lover,III,3923,12550282,3230935,2412996,184916,8662,0,0,454466,826284,26.55,,,
749,209750614,Opps  x҉  23,III,3923,9677864,2555358,1715188,133572,15479,9122,0,897449,825908,9.46,,,
750,209673553,復讐2,III,3923,14147242,2922977,2031943,188586,7135,0,0,807841,825694,12.58,,,
771,209826526,ᴬᶜ Adrianus,III,3923,7013682,1534765,637758,0,0,52256,0,19907,783840,44.19,,,
772,209629710,AKacemᴷᴷ,III,3923,15230452,2515099,1811390,129811,25664,0,0,455757,775884,19.87,,,
774,209766852,кк AE2907,III,3923,17002546,2491041,1905252,179826,5234,81,0,502896,772859,18.94,,,
777,209835420,ᵃⁿᵍSsOren,III,3923,10222948,2006733,1246276,19810,0,46090,0,233057,770590,22.32,,,
782,210397851,ᵃⁿᵍSuntzu,III,3923,54265198,31394504,1881500,170829,7993,0,0,557915,763246,16.86,,,
785,210341786,BlueJaguar777,III,3923,5091966,1291507,293010,933,0,50181,0,87569,756447,,,,
789,210432617,Doorgaan22,III,3923,3071226,214727,242457,4112,0,48719,0,81999,747233,,,,
790,209817150,neoeyup,III,3923,6204978,1388040,3006983,112351,0,19844,0,551257,747064,26.33,,,
804,210415031,ᵃⁿᵍZETMA,III,3923,12770974,2873836,1786796,178566,0,0,0,396571,714264,22.53,,,
807,210342539,Герой84,III,3923,8580906,1635278,993069,44909,0,35248,0,185659,708356,22.48,,,
813,209759230,ᴷᴷ EメiT,III,3923,12764979,1742943,1648500,121584,21633,0,0,906975,702666,9.09,,,
823,209914751,ᵃⁿᵍHãdes,III,3923,17456147,4045250,1702850,170285,0,0,0,697246,681140,12.21,,,
830,209636800,ᴿᵁSkyLord,III,3923,12179864,3681384,1939126,157889,4422,0,0,623285,675776,15.56,,,
835,210398945,BeGod,III,3923,5851560,1275757,594306,36919,0,34768,0,50761,669196,34.74,,,
840,209877866,Fluffy Jester,III,3923,13630197,3470415,1790453,165875,0,0,0,333956,663500,26.81,,,
844,209610579,BagueArt69,III,3923,17198193,4211547,1555760,121528,17024,0,0,539448,656352,14.42,,,
845,210416768,ang wolf9514,III,3923,9143820,1693206,636681,20056,0,38235,0,48440,653749,36.73,,,
846,210402335,ᵃⁿᵍKomVD2,III,3923,10341951,3428562,1525685,104956,4574,12336,0,465637,650604,15.96,,,
848,210326988,fers wan,III,3923,7542027,1036139,181614,18127,0,38319,0,223750,647293,,,,
851,210408959,DaniloLunaRocky,III,3923,6782057,1850990,861533,71543,0,23732,0,105193,642152,33.41,,,
856,209902948,ᴷᴷERRK,III,3923,25093528,7044568,1503410,120261,15040,0,0,143088,631444,52.53,,,
857,209598956,кк B A S I L,III,3923,20673608,5119557,1508250,124133,13346,0,0,566271,629992,13.32,,,
858,209924873,Batussai,III,3923,9772017,1303924,1482660,109692,19102,0,0,448599,629788,16.53,,,
873,210400604,メ Krai,III,3923,7880722,1769261,1493233,135675,6772,0,0,472441,610420,15.80,,,
876,209807759,кк メAzujiメ888,III,3923,21759816,2576733,1406570,98505,21076,0,0,280536,604780,25.07,,,
881,209833512,ᵃⁿᵍGHOST,III,3923,9881342,1740958,349860,34852,0,30737,0,292536,600463,5.41,,,
883,209981165,ᴷᴷBear,III,3923,15772683,2653114,1386120,96500,20848,70,0,476922,595530,14.53,,,
885,209843991,ᵏᵏTheElders,III,3923,20093117,4184651,1427866,118162,12101,0,0,543820,593658,13.13,,,
904,209778568,Lio iwli,III,3923,8122528,1454226,1188916,35727,0,28063,0,48221,563853,77.93,,,
919,209888614,ᴸᴹ GiuliaFC,III,3923,11039369,2289352,1281236,100734,13577,0,0,387077,538706,16.55,,,
928,209836569,ᵃⁿᵍKaiLey,III,3923,12651523,1760820,1662241,14317,0,31177,0,160044,524923,43.46,,,
932,209749934,ᴷᴷTootyFan,III,3923,13609460,2501789,1273644,117974,4623,0,0,146490,518126,43.47,,,
935,209854059,Donjon 3917,III,3923,12357079,1686588,1277947,119347,3748,0,0,481031,514868,13.28,,,
938,209618754,ᴬʷ BuLu,III,3923,17455607,1706857,1233420,106500,8421,0,0,403285,510210,15.29,,,
939,210373664,义SØUTĦ义,III,3923,8902877,1719696,475030,24546,5792,23548,0,425259,509324,5.29,,,
941,206738505,ᵃⁿᵍ FRODO,III,3923,13376808,4104268,1264540,126454,0,0,0,217568,505816,29.06,,,
945,210389379,ᵃⁿᵍBryan,III,3923,10124057,3068415,2177890,93616,12855,0,0,747605,503014,14.57,,,
954,209824686,ᴬᶜT U R B ㋡,III,3923,14418003,3545556,1193620,101184,9089,0,0,397240,495626,15.02,,,
970,210415804,Sysstem,III,3923,74637029,13688966,2291299,0,27310,13685,0,242596,478375,44.70,,,
971,190981366,OSMANⁿBEY,III,3923,10246428,2445925,1246945,96353,780,5579,0,537606,476897,11.48,,,
974,210326713,SkullRuler,III,3923,8811409,2050468,1259700,118562,0,0,0,149223,474248,42.21,,,
975,209749551,кк Jonesy12,III,3923,16338166,3444799,1081930,66807,20693,0,0,490608,474158,11.03,,,
977,210134848,ᴷᴷPALESTINE,III,3923,13844562,2888563,1084430,69489,19477,0,0,908670,472726,5.97,,,
979,209800733,кк Escipion,III,3923,11410994,2704665,1647660,105330,5021,0,0,412496,471530,19.97,,,
981,210378553,DEMETR,III,3923,4850526,1131822,209086,0,0,31419,0,112445,471285,,,,
984,209775107,j4fun1,III,3923,19581411,3636928,1104520,83088,13624,0,0,399187,468592,13.83,,,
985,210024718,ᵃⁿᵍNhi,III,3923,10398530,2237866,1615455,116376,0,0,0,157801,465504,51.19,,,
986,210512736,ᴮᴿGOLIAS,III,3923,11516839,2248526,1152380,111714,1762,0,0,624660,464476,9.22,,,
987,210378216,ᵃⁿᵍ cloud,III,3923,19060167,4640053,1107510,90799,9976,0,0,388027,462956,14.27,,,
997,209754510,ᵏᵏTexas07,III,3923,19839886,5818398,1978962,67712,18193,0,0,588213,452778,16.82,,,
1027,210386613,ᵛᵒChriss33,III,3923,16501596,4291041,1034830,92001,5741,0,0,485381,425414,10.66,,,
1030,209848896,Antichrist666,III,3923,7043842,1175380,520542,21288,0,22445,0,25606,421827,,,,
1031,209845460,кк Cipri,III,3923,16112075,2659752,996330,77767,10933,0,0,426646,420398,11.68,,,
1037,209681128,кк Feuger,III,3923,18554765,1986216,995790,85431,7048,0,0,216125,412204,23.04,,,
1040,210398113,Castj,III,3923,5636200,1384011,827310,42950,0,15519,0,149956,404585,25.00,,,
1042,209838675,ᵃⁿᵍMilos,III,3923,11180581,2471573,960380,76634,9702,0,0,526802,403556,9.12,,,
1043,209598341,NoPassaram,III,3923,19612056,4337430,991092,91738,3576,0,0,268105,402712,18.48,,,
1051,209838551,OsaBloodWarrioR,III,3923,12831961,2280005,749104,63653,0,8712,0,181470,385292,19.69,,,
1057,209830931,ᵃⁿᵍGiaHuy,III,3923,19622860,1869458,978357,84019,0,2782,0,164467,377806,29.25,,,
1062,210329060,Produs,III,3923,9805264,3220322,368090,8670,4184,19825,0,400842,373895,4.38,,,
1064,210294462,кк〤むぎロイmugi,III,3923,13919359,1970288,978640,65163,4622,4143,0,527400,369017,9.21,,,
1068,210400735,Classic071,III,3923,12021243,2749621,1182061,29842,0,16457,0,123816,366223,42.13,,,
1071,210296479,ななせ,III,3923,11679823,2015624,446300,42366,0,12418,0,221597,355734,9.54,,,
1073,210439494,ˢᴸGouverneur,III,3923,12378552,2677204,878550,87855,0,0,0,530012,351420,8.29,,,
1076,210372172,ᵛᵒKaido父,III,3923,10020755,2989808,815840,59640,10972,0,0,592069,348280,6.89,,,
1082,210395492,EF SầuVôLệ,III,3923,9998577,1275968,1043643,84692,0,256,0,234631,342608,22.22,,,
1089,210425059,ᵃⁿᵍNolie,III,3923,9460986,2557650,343417,15462,0,18212,0,145133,335028,10.51,,,
1095,209790793,ккSchnappo,III,3923,13341534,2031502,800150,69391,5312,0,0,212734,330684,18.81,,,
1105,210039309,LeonDD44,III,3923,5750319,1139683,206139,20560,0,15767,0,190657,318745,,,,
1109,209756381,BINH F2P,III,3923,10491986,2731837,786800,78680,0,0,0,242704,314720,16.21,,,
1111,210308046,Vsevius,III,3923,4083860,928464,164820,16482,0,16559,0,92528,314313,,,,
1113,210353353,TODOS JUNTOS AD,III,3923,3222946,212268,66540,5949,0,19286,0,48254,313086,,,,
1114,210331194,Isko 123,III,3923,9241113,2084675,809908,77642,0,0,0,210175,310568,19.27,,,
1121,210684673,Queen of Chaos,III,3923,11882715,2826534,753872,75202,0,0,0,278573,300808,13.53,,,
1123,209830253,angCrus8r,III,3923,16059145,146500,746740,74674,0,0,0,134121,298696,27.84,,,
1124,209876359,ᵃⁿᵍFnDuke,III,3923,14718961,3974328,787962,74597,0,0,0,745554,298388,5.28,,,
1126,210474170,ᵃⁿᵍPanh,III,3923,13736736,3697321,714100,63676,3867,0,0,386296,293374,9.24,,,
1133,210434271,ᵃⁿᵍCowl,III,3923,9645014,2197620,367140,26736,0,12046,0,215296,287634,8.07,,,
1137,209754737,bukopieF1,III,3923,4572515,843279,227352,0,0,18791,0,29130,281865,,,,
1138,209876032,kortik1982,III,3923,8817070,1632211,634802,41461,10770,504,0,740315,281104,4.28,,,
1145,210320592,ᵏᵏJonnymen,III,3923,8381074,2006968,607630,34795,12984,0,0,551273,269020,5.51,,,
1151,210350189,ArtyomO,III,3923,7731315,1435770,82313,0,0,17321,0,36250,259815,,,,
1156,210462307,ᵃⁿᵍLukes,III,3923,12249320,4196114,636840,61318,1183,0,0,371967,257102,8.56,,,
1170,209753418,ккCombatENG,III,3923,13127905,186505,589920,58992,0,0,0,12891,235968,,,,
1173,209606959,ккNaraci747,III,3923,11679803,1265119,538469,32125,10628,0,0,168333,234780,15.99,,,
1180,210328210,ᴬ legioneSPQR,III,3923,11128932,2688346,576320,42880,334,3648,0,389801,229580,7.32,,,
1182,210447160,LeviHI,III,3923,10185405,543230,490193,23154,0,8749,0,35833,223851,,,,
1184,210328643,Mukhammad 100,III,3923,3786618,939771,98791,0,0,14908,0,19444,223620,,,,
1185,210382546,Larsius IV,III,3923,7612122,2020569,509357,29624,0,7007,0,136617,223601,17.73,,,
1187,209851798,ᵃⁿᵍXtelli,III,3923,11469977,2680123,519570,36859,7549,0,0,142720,222926,18.20,,,
1192,210606111,ᵃⁿᵍgabbo,III,3923,4976860,1261942,256813,8029,0,12284,0,175280,216376,,,,
1199,210329563,AF BANGKA 1,III,3923,4901863,1500961,120901,0,0,14192,0,4862,212880,,,,
1200,209797535,ˢᴸˢKhalid,III,3923,3127047,162816,105870,1955,0,13601,0,69274,211835,,,,
1203,210306246,Barba alba,III,3923,9330322,1694684,313232,0,0,13815,0,130080,207225,10.88,,,
1208,210399669,bySel,III,3923,9818750,2719913,466490,30999,7825,0,0,460402,202246,5.07,,,
1214,209638686,Máximoss,III,3923,14613967,2647060,489122,48735,0,0,0,170740,194940,14.32,,,
1219,210177837,ᵏᵏFrifaa,III,3923,12381666,2775191,435620,27902,7830,0,0,437830,189908,4.97,,,
1220,210446468,ᵛᵒZelsii,III,3923,10403005,2406666,455820,39546,3018,0,0,298522,188364,7.63,,,
1225,210402194,Enes1111,III,3923,10539443,2729228,588234,45664,0,0,0,333349,182656,8.82,,,
1228,210417866,ᴿᴷTuranBoy,III,3923,6785801,1524857,389870,17249,10869,0,0,407314,177686,4.79,,,
1229,209831250,ᵏᵏQNhư,III,3923,16284736,2224488,440812,25572,7506,0,0,252055,177348,8.74,,,
1235,210377239,Apollo ㋡,III,3923,4245125,866380,259817,25754,0,4838,0,91721,175586,,,,
1239,209760251,mukamo f1,III,3923,4092429,877038,71035,0,0,11315,0,4405,169725,,,,
1240,210181820,ᴮᵒᵒThanos,III,3923,8691239,1581658,423900,42390,0,0,0,164302,169560,12.90,,,
1241,211614875,ᵃⁿᵍTomb2,III,3923,3418249,384633,106516,2802,0,10525,0,226,169083,,,,
1246,210310277,ккMakinalı,III,3923,16849527,4516216,350780,10606,12236,0,0,446433,164784,3.93,,,
1260,209979349,ᵛᶰ kenji,III,3923,11569687,3022411,396233,37604,0,0,0,263072,150416,7.53,,,
1261,210344652,yxqrs575,III,3923,9390236,1737043,373630,37363,0,0,0,357198,149452,5.23,,,
1262,210364629,LeahnMark,III,3923,5889262,801948,427494,37079,0,0,0,209822,148316,10.19,,,
1264,210381481,A๖Tín S18,III,3923,4171417,300004,53458,0,0,9853,0,336,147795,,,,
1266,210322129,ᴮᴳUrVerie,III,3923,4308161,230497,27616,2692,0,9101,0,43133,147283,,,,
1267,210374268,Zdrawee,III,3923,11703026,2924299,367733,36728,0,0,0,189551,146912,9.70,,,
1275,209716168,кк Burhan34,III,3923,14180630,2838906,325360,21164,5686,0,0,248236,141516,6.55,,,
1281,209954434,ᵏᵏPhoenix,III,3923,11331502,66301,308220,16944,6939,0,0,62497,137166,24.66,,,
1287,210395593,ᵃⁿᵍgolny,III,3923,4904055,1230044,235218,0,0,8929,0,107021,133935,,,,
1289,209759750,PiPiKaChuu,III,3923,21214912,3781936,319050,26631,2637,0,0,274863,132894,5.80,,,
1290,209943948,ᵃⁿᵍClayFM,III,3923,13549745,3439161,331110,33111,0,0,0,172094,132444,9.62,,,
